0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.27885E-05,2.190538E-05,0.0002945543
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.322661E-05,2.190538E-05,0.0002949924
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.308057E-05,2.16133E-05,0.0002951384
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.322661E-05,2.190538E-05,0.0002949924
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.308057E-05,2.205141E-05,0.0002947003
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.264247E-05,2.205141E-05,0.0002947003
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.308057E-05,2.190538E-05,0.0002945543
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.27885E-05,2.205141E-05,0.0002951384
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.366472E-05,2.190538E-05,0.0002951384
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.27885E-05,2.190538E-05,0.0002947003
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.308057E-05,2.190538E-05,0.0002949924
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.322661E-05,2.16133E-05,0.0002947003
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.308057E-05,2.190538E-05,0.0002949924
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.308057E-05,2.205141E-05,0.0002947003
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.308057E-05,2.205141E-05,0.0002947003
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.322661E-05,2.190538E-05,0.0002942622
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.27885E-05,2.190538E-05,0.0002945543
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.322661E-05,2.234348E-05,0.0002945543
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.308057E-05,2.190538E-05,0.0002949924
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.308057E-05,2.16133E-05,0.0002947003
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.27885E-05,2.205141E-05,0.0002949924
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.264247E-05,2.190538E-05,0.0002949924
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.308057E-05,2.205141E-05,0.0002947003
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.27885E-05,2.190538E-05,0.0002949924
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.308057E-05,2.205141E-05,0.0002951384
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.308057E-05,2.190538E-05,0.0002947003
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.308057E-05,2.205141E-05,0.0002949924
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.27885E-05,2.205141E-05,0.0002949924
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.308057E-05,2.190538E-05,0.0002949924
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.308057E-05,2.190538E-05,0.0002951384
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.308057E-05,2.16133E-05,0.0002945543
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.308057E-05,2.234348E-05,0.0002949924
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.322661E-05,2.32197E-05,0.0002945543
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.322661E-05,2.102916E-05,0.0002945543
0.0001300911,-0.0002526383,-0.003422436,0,0,0,4.220436E-05,2.205141E-05,0.0002949924
